PM2.5 (µg/m³),PM10 (µg/m³),NO2 (µg/m³),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),AQI
61.01364583,131.5725,1.268645833,5.145729167,24.291875,1.985729167,7.128541667,94
54.70385417,108.91625,28.36229167,5.33125,25.77864583,2.57,6.379479167,98
56.85822917,113.1975,53.973125,5.159479167,26.234375,2.7659375,5.556979167,94
53.5225,107.605,55.90041667,5.499479167,26.21604167,2.452916667,5.243958333,97
57.97416667,116.81375,47.06489583,5.3971875,24.51697917,1.925833333,8.6225,92
61.21708333,115.59125,43.0675,5.326666667,23.98229167,2.290520833,6.1975,113
35.9446875,74.125,37.69375,5.148541667,22.50364583,1.518645833,6.0009375,72
45.21636364,77.66181818,34.88274306,5.187916667,23.10003472,1.453993056,6.655486111,80
36.45375,66.87,26.11166667,4.524791667,22.33385417,1.397604167,4.6046875,61
33.71458333,63.3325,26.416875,4.5990625,22.78114583,1.406354167,5.027604167,57
35.80697917,68.65,29.84895833,4.912395833,22.78291667,1.367604167,5.486666667,61
31.92677083,66.85,33.22708333,5.181875,23.27114583,1.498854167,5.062395833,60
13.92708333,29.43,21.36760417,4.288958333,19.78822917,0.421458333,4.506041667,31
24.53541667,47.55572917,26.20572917,4.7021875,21.613125,0.855729167,4.144895833,46
20.58145833,27.48270833,20.32625,4.143541667,20.30208333,0.555,3.965104167,27
34.3125,44.78154762,20.38857639,4.154270833,19.96541667,0.635277778,5.147638889,36
55.49125,73.98833333,22.85989583,4.4221875,19.65864583,0.658229167,6.086145833,56
61.00072917,79.34125,25.78614583,4.595729167,19.16635417,0.648020833,6.777916667,84
65.5575,80.12583333,35.055625,4.838333333,21.98989583,1.738333333,6.66,70
78.32010417,107.3872917,38.64041667,4.385833333,33.52916667,2.6221875,5.105833333,109
44.4346875,79.37541667,31.6065625,4.96875,29.14791667,1.326770833,6.648541667,88
36.4025,72.8075,30.168125,5.042916667,19.61479167,0.859791667,5.611666667,75
37.44333333,74.88875,33.96833333,5.293645833,20.0325,0.93625,6.022395833,75
45.51541667,91.0325,36.58854167,5.551875,20.85041667,1.184270833,5.823333333,92
42.57083333,85.14375,33.63520833,5.366145833,20.42333333,0.987083333,6.289583333,93
45.44136364,90.885,30.98729167,5.176770833,20.38479167,1.1146875,6.465729167,90
40.30727273,80.61681818,31.07145833,5.164479167,20.45645833,1.049791667,5.812395833,83
42.71041667,85.42375,29.9028125,5.12875,20.27447917,0.974479167,6.091875,89
49.3575,98.7175,33.91260417,5.2209375,21.64364583,1.5625,5.9121875,85
58.17125,116.3425,39.6190625,5.814375,24.26989583,1.557916667,6.340104167,108
70.68989583,142.0427083,42.22239583,5.4309375,25.93864583,2.5196875,4.2640625,122
48.14125,100.2929167,38.90666667,4.689791667,29.03802083,2.603020833,4.483229167,113
36.89166667,76.85958333,31.01104167,4.84,24.8953125,1.488229167,5.7303125,83
37.36958333,80.52916667,29.12052083,4.888645833,23.8665625,1.463541667,5.4471875,84
50.53375,113.70125,33.3265625,5.151770833,25.94677083,2.126875,5.364375,96
44.09041667,99.2025,26.91270833,4.826458333,24.16677083,1.610625,4.371458333,96
36.23,81.51916667,21.056875,4.568125,20.78208333,1.0221875,6.185,80
40.05375,90.12041667,19.08,3.623541667,28.21663194,0.819583333,6.162916667,80
39.93291667,89.8525,18.5765625,3.11375,51.671875,0.768229167,5.736875,82
